Pubmed ID,Temperature,Diet,Details,Wild type lifespan (days),Gene 1,Intervention on gene 1,Gene 1 single mutant lifespan (days),"Gene(s) 2(,3)","Intervention(s) on gene 2(,3)","Gene(s) 2(,3) mutant lifespan (days)","Double (triple) mutant (genes 1,2,(3)) lifespan (days)",Phenotype description,Organism
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",18,nhr-80,OE,20,glp-1,e2141ts,23.5,37.5,"The nhr-80 transgene fails to extend the lifespan of wild type animals, but increases the mean lifespan of glp-1(e2141ts) mutant animals by 80%",6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",18.5,nhr-80,OE,17.5,glp-1,e2141ts,24,42,"The nhr-80 transgene fails to extend the lifespan of wild type animals, but increases the mean lifespan of glp-1(e2141ts) mutant animals by 80%",6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,OE,,glp-1;daf-16,e2141ts; m86,10.5,14.5,"In daf-16(mu86);glp-1(e2141ts) mutant animals, overexpressing nhr-80 increases lifespan by 40%",6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,OE,,glp-1;daf-16,e2141ts; m86,10,13,"In daf-16(mu86);glp-1(e2141ts) mutant animals, overexpressing nhr-80 increases lifespan by 40%",6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,OE,,glp-1;daf-12,e2141ts; rh61rh411,20.5,18,nhr-80 overexpression fails to extend the lifespan of glp-1(e2141ts);daf-12(rh61rh411) mutants,6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,OE,,glp-1;daf-12,e2141ts; rh61rh411,16,20,nhr-80 overexpression fails to extend the lifespan of glp-1(e2141ts);daf-12(rh61rh411) mutants,6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,OE,,glp-1;daf-12,e2141ts; rh61rh411,14.5,17,nhr-80 overexpression fails to extend the lifespan of glp-1(e2141ts);daf-12(rh61rh411) mutants,6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,OE,,glp-1;daf-9,e2141ts; rh50,10,15,nhr-80 overexpression extends the lifespan of glp-1(e2141ts);daf-9(rh50) mutants.,6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,OE,,glp-1;daf-9,e2141ts; rh50,10,16,nhr-80 overexpression extends the lifespan of glp-1(e2141ts);daf-9(rh50) mutants.,6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,OE,,glp-1;daf-9,e2141ts; rh50,10.5,13,nhr-80 overexpression extends the lifespan of glp-1(e2141ts);daf-9(rh50) mutants.,6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,tm1011,,glp-1,e2141ts,25,11,,6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,OE,,glp-1; nhr-80,e2141ts; tm1011,11,25, The nhr-80 transgene fully restores the longevity of glp-1(e2141ts);nhr-80(tm1011) mutant animals.,6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,tm1011,,glp-1,e2141ts,20,10,,6239
21423649,20,HT115,"All assays were performed at 20°C, starting from day 1 of adulthood. For glp-1(e2141ts) mutants, lifespan assays (and associated controls), animals were grown at 25°C from the L1 stage until the L4 stage to prevent germ cell proliferation.",,nhr-80,OE,,glp-1; nhr-80,e2141ts; tm1011,10,20, The nhr-80 transgene fully restores the longevity of glp-1(e2141ts);nhr-80(tm1011) mutant animals.,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",19.9,tcer-1,RNAi,18.7,glp-1,e2141ts,23.7,16.3,tcer-1 RNAi strongly suppressed the extended lifespan of glp-1 mutants,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",19.9,daf-16,RNAi,16.7,glp-1,e2141ts,23.7,15.3,,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",19.5,tcer-1,RNAi,19,glp-1,e2141ts,27,18.5,tcer-1 RNAi strongly suppressed the extended lifespan of glp-1 mutants,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",19.5,daf-16,RNAi,16.7,glp-1,e2141ts,27,15.2,,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,RNAi,,glp-1,e2141ts,24.5,19.9,tcer-1 RNAi strongly suppressed the extended lifespan of glp-1 mutants,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,daf-16,RNAi,,glp-1,e2141ts,24.5,16.9,,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",20.8,tcer-1,RNAi,19.1,glp-1,e2141ts,20,13.9,tcer-1 RNAi strongly suppressed the extended lifespan of glp-1 mutants,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",20.8,daf-16,RNAi,17,glp-1,e2141ts,20,12.9,,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",19.5,tcer-1,RNAi,17.2,glp-1,e2141ts,23.6,18.1,tcer-1 RNAi strongly suppressed the extended lifespan of glp-1 mutants,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",19.5,daf-16,RNAi,16.7,glp-1,e2141ts,23.6,14.2,,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,RNAi,,glp-1,e2141ts,21.7,18.2,tcer-1 RNAi strongly suppressed the extended lifespan of glp-1 mutants,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,daf-16,RNAi,,glp-1,e2141ts,21.7,15.3,,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,RNAi,,glp-1,e2141ts,19.8,15.1,tcer-1 RNAi strongly suppressed the extended lifespan of glp-1 mutants,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,daf-16,RNAi,,glp-1,e2141ts,19.8,12.9,,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,RNAi,,glp-1,e2141ts,21.4,18.2,tcer-1 RNAi strongly suppressed the extended lifespan of glp-1 mutants,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,daf-16,RNAi,,glp-1,e2141ts,21.4,15.3,,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,tm1452,,glp-1,e2141ts,31.1,25.6,tcer-1; glp-1 double mutant had a much shorter lifespan than did glp-1 mutants.,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,tm1452,,glp-1,e2141ts,31.1,28,tcer-1; glp-1 double mutant had a much shorter lifespan than did glp-1 mutants.,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,tm1452,,glp-1,e2141ts,31.1,23.7,tcer-1; glp-1 double mutant had a much shorter lifespan than did glp-1 mutants.,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,tm1452,,glp-1,e2141ts,31.1,27,tcer-1; glp-1 double mutant had a much shorter lifespan than did glp-1 mutants.,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,tm1452,,glp-1,e2141ts,32.9,23.9,tcer-1; glp-1 double mutant had a much shorter lifespan than did glp-1 mutants.,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,tm1452,,glp-1,e2141ts,32.9,31.1,tcer-1; glp-1 double mutant had a much shorter lifespan than did glp-1 mutants.,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,tm1452,,glp-1,e2141ts,32.9,21.8,tcer-1; glp-1 double mutant had a much shorter lifespan than did glp-1 mutants.,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,tm1452,,glp-1,e2141ts,32.9,25.7,tcer-1; glp-1 double mutant had a much shorter lifespan than did glp-1 mutants.,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,tm1452,,glp-1,e2141ts,29.5,22.5,tcer-1; glp-1 double mutant had a much shorter lifespan than did glp-1 mutants.,6239
19749979,20,," For glp-1 mutant lifespan assays, eggs were incubated at 20°C for 26 hrs, transferred to 25°C to eliminate germ cells, then shifted back to 20°C on day 1 of adulthood for the rest of their lifespan. All other lifespan assays were performed at 20°C. In all cases, the L4 stage was counted as day 0 of adulthood.",,tcer-1,tm1452,,glp-1,e2141ts,29.5,32.3,tcer-1; glp-1 double mutant had a much shorter lifespan than did glp-1 mutants.,6239
